672227/1000000  186363/250000  11509/20000  164201/200000
-146631/1000000  -987613/1000000  30359/31250  127501/500000
-63/250  -240873/250000  -4959/15625  950229/1000000
224991/1000000  -486197/500000  873309/1000000  244801/500000
37181/100000  931687/1000000  1272/15625  9987/10000
-736221/1000000  -67091/100000  180179/1000000  246401/250000
372213/500000  336557/500000  -95787/125000  160849/250000
-172477/1000000  -981623/1000000  58617/62500  359401/1000000
896351/1000000  89211/200000  889427/1000000  468399/1000000
-142841/1000000  -123349/125000  -499113/500000  25513/500000
-119477/1000000  -991227/1000000  74019/1000000  998533/1000000
655871/1000000  378701/500000  -246361/250000  4989/31250
189737/1000000  246163/250000  1333/2000  374757/500000
-377791/500000  655119/1000000  -361653/500000  -686469/1000000
134083/250000  -844829/1000000  -496867/500000  -69023/1000000
137263/500000  963269/1000000  -79461/100000  -74881/125000
-742387/1000000  66763/100000  1002189/1000000  -673/200000
164757/500000  -188929/200000  761571/1000000  -324163/500000
18563/200000  998697/1000000  986091/1000000  -10857/62500
962477/1000000  280311/1000000  998659/1000000  -72627/1000000
112423/200000  -82671/100000  471013/500000  -3387/10000
-778637/1000000  -62357/100000  -347457/1000000  -46663/50000
-242003/250000  31229/125000  -995999/1000000  -777/15625
-365843/500000  42519/62500  -846101/1000000  531407/1000000
398723/500000  -150581/250000  487831/500000  1127/5000
983/8000  -989831/1000000  208211/1000000  981253/1000000
935253/1000000  356097/1000000  -955163/1000000  -11617/40000
234491/500000  88549/100000  1000043/1000000  -25311/500000
481483/500000  -56037/200000  480473/500000  -69503/250000
352513/1000000  -233961/250000  298641/500000  16063/20000
362767/500000  -68733/100000  -235157/250000  67191/200000
-433219/500000  -495317/1000000  466021/500000  186953/500000
49641/50000  127133/1000000  -59113/200000  -59491/62500
951157/1000000  -38789/125000  603531/1000000  801211/1000000
67431/125000  -840167/1000000  876939/1000000  48287/100000
-175551/1000000  246611/250000  332449/500000  751339/1000000
183953/200000  24741/62500  -45051/50000  -430363/1000000
196713/200000  -38173/200000  -557107/1000000  -82781/100000
732067/1000000  341691/500000  -15223/20000  -644721/1000000
-52981/125000  452421/500000  134321/200000  148541/200000
-286687/500000  164177/200000  490753/500000  52671/250000
40079/40000  31573/1000000  -65891/1000000  500003/500000
62317/62500  -110301/1000000  -124701/1000000  -990459/1000000
-998629/1000000  46427/1000000  -912969/1000000  -50357/125000
-232513/250000  364181/1000000  147267/250000  -808797/1000000
-58057/1000000  199977/200000  -270403/1000000  120317/125000
403741/500000  296639/500000  -224599/500000  893533/1000000
-19453/500000  125111/125000  8977/500000  -998077/1000000
885627/1000000  -465007/1000000  -238569/250000  -291121/1000000
978861/1000000  218747/1000000  -815077/1000000  -114533/200000
605263/1000000  399563/500000  -9463/31250  956363/1000000
6489/10000  382223/500000  939907/1000000  343149/1000000
-86247/200000  -897441/1000000  213813/250000  -517121/1000000
-47177/50000  -320971/1000000  483627/500000  16261/62500
796859/1000000  -606073/1000000  242409/250000  -63489/250000
419681/500000  -545713/1000000  133311/200000  748311/1000000
488551/500000  226411/1000000  501291/500000  -4957/1000000
35081/125000  -479223/500000  -995951/1000000  -18493/250000
-417267/500000  275253/500000  -77827/125000  -48791/62500
916433/1000000  205581/500000  -16999/31250  -835263/1000000
250163/250000  -41957/1000000  -46271/62500  -133273/200000
-416983/1000000  -906721/1000000  205171/500000  -907783/1000000
533039/1000000  -844437/1000000  31371/100000  -29733/31250
-246021/1000000  970309/1000000  26797/500000  -498797/500000
-50739/125000  -911607/1000000  -42649/1000000  -31169/31250
770001/1000000  319823/500000  -776209/1000000  314913/500000
-17923/62500  959741/1000000  709079/1000000  -351973/500000
-431663/1000000  -44943/50000  -68667/250000  15042/15625
410751/1000000  913917/1000000  -56469/500000  996739/1000000
157353/500000  951183/1000000  169143/1000000  49311/50000
-24323/25000  -111323/500000  -178199/200000  453707/1000000
803001/1000000  300009/500000  271121/1000000  -959357/1000000
-16923/20000  529209/1000000  -61139/250000  971249/1000000
1189/15625  -996193/1000000  731/10000  -124519/125000
-241089/500000  877743/1000000  804593/1000000  -296981/500000
659891/1000000  -751213/1000000  38387/500000  50039/50000
-31859/100000  -946473/1000000  -251103/500000  -107739/125000
60569/250000  972903/1000000  -118651/125000  -19271/62500
239059/250000  -59659/200000  489801/1000000  -87011/100000
751779/1000000  -164527/250000  3101/3125  7749/50000
-883223/1000000  470071/1000000  728627/1000000  -342547/500000
-380717/500000  -642731/1000000  -891171/1000000  451693/1000000
-808291/1000000  -292377/500000  46267/125000  -23201/25000
-405347/500000  -58323/100000  77841/1000000  -31113/31250
-924417/1000000  -370979/1000000  36081/250000  -987989/1000000
138321/500000  -239863/250000  -381473/1000000  -230361/250000
-91067/125000  341621/500000  939331/1000000  8783/25000
631321/1000000  -96771/125000  -249169/250000  -624/15625
-16689/40000  227181/250000  173167/1000000  -491891/500000
-487463/1000000  -868947/1000000  -980719/1000000  -91907/500000
13027/15625  7021/12500  23783/62500  -115513/125000
100241/100000  15831/500000  372297/500000  -664617/1000000
-42087/62500  148233/200000  80253/500000  494389/500000
344671/1000000  -937599/1000000  -492151/500000  14517/100000
-478803/500000  -278011/1000000  -37851/200000  -980439/1000000
-154969/1000000  -123047/125000  165353/200000  -563031/1000000
496957/500000  136813/1000000  -782417/1000000  622389/1000000
575919/1000000  821733/1000000  57437/62500  -399437/1000000
-28337/200000  495751/500000  112613/125000  438071/1000000
-12777/40000  950519/1000000  499117/500000  -17537/200000
-437417/1000000  8993/10000  -86071/250000  939181/1000000
83507/250000  945873/1000000  -185243/250000  335929/500000
-755037/1000000  654809/1000000  38641/500000  -24881/25000
37729/100000  -923159/1000000  99867/200000  868789/1000000
-437509/500000  481617/1000000  -10549/20000  -42229/50000
-545133/1000000  839883/1000000  -815879/1000000  288461/500000
-336253/500000  740211/1000000  -3213/8000  914821/1000000
198729/500000  114991/125000  -481637/1000000  -871529/1000000
-729699/1000000  170799/250000  -92809/200000  444377/500000
1003849/1000000  33493/1000000  -67341/500000  -494513/500000
8816/15625  -206367/250000  -997297/1000000  62521/1000000
-121297/125000  -56861/250000  53997/62500  508169/1000000
-814307/1000000  290913/500000  839311/1000000  109421/200000
-2692/3125  504299/1000000  -155187/250000  -156103/200000
7659/31250  -242131/250000  212633/500000  454471/500000
1597/2000  121489/200000  465409/1000000  177897/200000
-310389/500000  783891/1000000  -239629/1000000  -483091/500000
47731/500000  -497119/500000  -305593/1000000  -237319/250000
-746767/1000000  666041/1000000  -112183/125000  -218387/500000
-417561/500000  551141/1000000  -269951/500000  -167743/200000
59451/500000  -989889/1000000  -190113/200000  -151039/500000
-927991/1000000  -363211/1000000  -258187/500000  427393/500000
2173/100000  500557/500000  249863/500000  867909/1000000
104817/125000  -3419/6250  -22119/40000  -207273/250000
486933/500000  -47131/200000  -722837/1000000  -344271/500000
-660463/1000000  -746467/1000000  226043/250000  -108333/250000
273709/500000  419549/500000  -194921/200000  -210953/1000000
688927/1000000  -361721/500000  999573/1000000  -14373/1000000
-463599/500000  -184729/500000  -375317/1000000  928511/1000000
251253/1000000  -48311/50000  499/125000  -999711/1000000
-270723/500000  842277/1000000  463691/500000  -376323/1000000
674533/1000000  -185083/250000  161619/500000  948701/1000000
8839/25000  -934401/1000000  942809/1000000  169691/500000
-153559/200000  128129/200000  113381/250000  447021/500000
-18877/25000  326571/500000  664717/1000000  752497/1000000
-863553/1000000  -99897/200000  352057/500000  714631/1000000
-875437/1000000  -238667/500000  -8699/100000  124669/125000
-461587/500000  -378401/1000000  -93663/125000  3311/5000
-779597/1000000  -124357/200000  243369/250000  -237891/1000000
-483799/500000  50507/200000  -241987/250000  -123423/500000
247721/250000  76981/500000  830423/1000000  280387/500000
110387/125000  -23683/50000  -239283/250000  -141847/500000
-471763/500000  -321129/1000000  -236193/250000  162127/500000
96213/250000  46271/50000  -6153/62500  99709/100000
333483/1000000  11857/12500  367407/500000  -675877/1000000
782469/1000000  78397/125000  997637/1000000  38779/500000
549637/1000000  -166539/200000  -464653/1000000  -441779/500000
9539/12500  130049/200000  371913/1000000  464667/500000
972469/1000000  -11853/50000  -787017/1000000  153973/250000
254629/500000  -4299/5000  70993/125000  827141/1000000
-57999/62500  -358933/1000000  -991311/1000000  -2779/25000
-180847/200000  -420907/1000000  118461/500000  974863/1000000
394671/1000000  920931/1000000  -31227/200000  -492547/500000
-815623/1000000  575863/1000000  -99039/500000  982069/1000000
82043/125000  -754529/1000000  -206463/250000  -555027/1000000
-449187/500000  -107967/250000  -534063/1000000  -844323/1000000
-23169/200000  496869/500000  -4891/200000  -499469/500000
1001141/1000000  11679/1000000  -747569/1000000  -663109/1000000
207729/500000  -453507/500000  -825577/1000000  8769/15625
99333/250000  -458831/500000  256967/500000  -428787/500000
-11071/100000  -496313/500000  175899/1000000  -982807/1000000
516549/1000000  -855991/1000000  -68397/125000  836809/1000000
-195161/200000  223067/1000000  -138063/200000  724031/1000000
-151811/250000  795301/1000000  998817/1000000  -183/8000
117583/200000  813419/1000000  -203461/500000  -455599/500000
-1209/6250  122791/125000  -943523/1000000  327069/1000000
575849/1000000  409401/500000  82587/200000  911621/1000000
61011/62500  227731/1000000  6929/31250  195329/200000
37033/50000  -168663/250000  84989/1000000  249683/250000
-888989/1000000  -1809/4000  -9389/10000  172057/500000
176337/500000  -187091/200000  167721/1000000  197801/200000
959003/1000000  57653/200000  -497419/500000  6053/100000
-54773/200000  962077/1000000  2749/250000  -249561/250000
-81187/200000  915157/1000000  492397/500000  194577/1000000
-186549/200000  17913/50000  2101/62500  -498549/500000
498899/500000  65753/1000000  15576/15625  101777/1000000
1002381/1000000  -15119/1000000  32001/50000  -770329/1000000
-186273/200000  -355951/1000000  -36263/40000  -41573/100000
24277/500000  -997747/1000000  -52107/125000  -45237/50000
-43339/100000  225757/250000  41499/500000  -31109/31250
-12867/200000  62527/62500  -619243/1000000  157243/200000
-123827/125000  -60549/500000  -317967/1000000  949143/1000000
-499633/500000  -8307/500000  -2487/2500  -9263/100000
-489731/500000  -191353/1000000  -11307/40000  -477611/500000
164137/1000000  -984911/1000000  -461131/500000  190753/500000
-979401/1000000  -22961/125000  -194013/200000  234281/1000000
62837/1000000  -498883/500000  1013/125000  -99919/100000
-30301/100000  477667/500000  -886379/1000000  230731/500000
-471341/1000000  176039/200000  -976897/1000000  -101993/500000
-122357/125000  195929/1000000  377289/500000  -655633/1000000
-971779/1000000  -228013/1000000  -161139/1000000  988209/1000000
-117573/500000  486613/500000  881043/1000000  -475179/1000000
705503/1000000  712373/1000000  496053/500000  -141611/1000000
-435439/1000000  450473/500000  104349/500000  245133/250000
-276691/500000  -12956/15625  63899/250000  -19307/20000
-842651/1000000  -528939/1000000  498143/500000  107059/1000000
-487721/500000  -53077/250000  -450587/500000  10777/25000
845793/1000000  -534349/1000000  -534337/1000000  -841139/1000000
528241/1000000  -423963/500000  524433/1000000  853627/1000000
98609/100000  37269/200000  -140759/1000000  495453/500000
-231141/250000  -374417/1000000  130763/1000000  -98847/100000
24533/25000  40579/200000  -498249/500000  -13767/250000
-987181/1000000  -9547/62500  -48793/62500  625449/1000000
-453281/500000  -420207/1000000  -18431/20000  -94853/250000
-271127/1000000  -960603/1000000  -977811/1000000  42443/200000
46679/62500  -333339/500000  -418839/500000  5461/10000
33053/100000  -188189/200000  151069/200000  662101/1000000
161429/250000  768829/1000000  -228699/500000  -887177/1000000
-414547/500000  -2769/5000  -539447/1000000  840339/1000000
-419107/500000  -5401/10000  -83681/125000  148933/200000
-19309/62500  29791/31250  -216633/500000  112917/125000
-63219/100000  -192613/250000  196131/200000  -206783/1000000
-134861/250000  -20977/25000  -390053/500000  -620143/1000000
-735943/1000000  674911/1000000  744369/1000000  333963/500000
-81557/100000  576521/1000000  267127/500000  -210973/250000
-242963/500000  -435183/500000  94279/1000000  -496583/500000
104433/250000  181959/200000  -25343/40000  772781/1000000
861907/1000000  -318/625  66381/125000  170403/200000
936713/1000000  364737/1000000  353233/500000  -354313/500000
81703/100000  582717/1000000  -86307/100000  -501063/1000000
500287/500000  -7509/100000  28451/1000000  250643/250000
-129063/250000  -106559/125000  1000231/1000000  60431/1000000
999631/1000000  -32419/500000  -186671/200000  -43899/125000
-121363/1000000  -992053/1000000  -833251/1000000  -273597/500000
83321/125000  -14903/20000  -3108/3125  -41963/1000000
-716621/1000000  69431/100000  135601/1000000  994673/1000000
